user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,perceived_stress_score,daily_steps_count,likes_given_per_day,comments_written_per_day,dms_sent_per_week,followers_count,following_count,uses_premium_features,account_creation_year,privacy_setting_level
180,Instagram,63,Male,Other,Urban,Middle,Unemployed,In a relationship,Yes,4.5,9.2,Excellent,No,8,7901,87,17,21,3927,1851,No,2015,Private
181,Instagram,34,Male,Canada,Urban,Middle,Freelancer,Divorced,No,1,7,Average,Former,23,7974,113,34,25,103,117,No,2025,Public
182,Instagram,40,Female,United States,Urban,Middle,Unemployed,Single,No,1.5,7.1,Excellent,No,16,8028,155,48,37,1036,1471,No,2012,Public
183,Instagram,14,Female,India,Suburban,Middle,Freelancer,Married,No,5.3,8.9,Average,Former,25,7865,215,63,56,2407,2178,No,2021,Friends only
184,Instagram,54,Female,United States,Urban,Lower-middle,Unemployed,Widowed,Yes,3.8,5.1,Very poor,No,37,8061,187,43,39,2786,2511,No,2021,Friends only
185,Instagram,57,Female,South Korea,Suburban,Lower-middle,Full-time employed,Single,Yes,11.5,6.5,Average,No,1,8073,24,6,12,815,1711,Yes,2018,Private
186,Instagram,65,Female,South Korea,Suburban,Middle,Part-time,In a relationship,No,4.8,8.2,Good,No,5,8020,52,11,19,108,236,No,2011,Private
187,Instagram,18,Male,India,Urban,High,Full-time employed,In a relationship,No,2.7,6.5,Good,No,6,7919,57,18,13,5182,10000,No,2011,Private
188,Instagram,40,Female,India,Urban,Middle,Student,Single,No,15.2,6.7,Average,No,23,8121,201,46,39,1974,2434,Yes,2018,Public
189,Instagram,40,Female,India,Urban,Middle,Freelancer,Married,No,12.8,7.6,Good,Yes,24,8006,110,23,21,12275,10000,Yes,2016,Public
190,Instagram,56,Male,India,Urban,Lower-middle,Student,In a relationship,No,10.8,5.9,Good,Yes,28,7939,90,15,20,1421,1755,Yes,2011,Private
191,Instagram,56,Female,Other,Suburban,High,Full-time employed,In a relationship,Yes,7.5,6.6,Good,Yes,30,8001,89,27,26,2169,1220,No,2021,Private
192,Instagram,32,Female,Other,Urban,Middle,Freelancer,Single,No,6.3,7.3,Average,No,8,8026,77,26,20,4308,2179,No,2020,Public
193,Instagram,42,Female,Germany,Suburban,Low,Full-time employed,Single,No,6.5,8.3,Good,No,31,7866,165,48,40,1176,2765,Yes,2022,Friends only
194,Instagram,23,Female,Germany,Urban,Middle,Part-time,Married,No,8.4,7.8,Very poor,No,31,8159,159,41,32,298,301,Yes,2013,Public
195,Instagram,40,Female,United States,Urban,High,Full-time employed,Single,Yes,4.5,7.4,Very poor,Yes,38,7938,193,60,40,14109,10000,No,2010,Public
196,Instagram,37,Female,United States,Urban,High,Unemployed,In a relationship,Yes,4.9,7.7,Average,Former,36,8046,156,41,46,4014,7571,Yes,2019,Public
197,Instagram,51,Female,Germany,Urban,Middle,Freelancer,In a relationship,Yes,4.8,6.7,Good,No,12,8032,72,24,26,1246,999,No,2023,Private
198,Instagram,45,Female,South Korea,Suburban,Low,Student,Married,Yes,3.2,7.7,Average,No,35,8001,149,59,38,74,60,No,2018,Private
199,Instagram,13,Male,Canada,Suburban,Upper-middle,Unemployed,Married,No,8.8,4.6,Poor,No,0,7955,22,1,13,2542,4423,No,2014,Friends only
200,Instagram,39,Female,Other,Rural,Upper-middle,Student,In a relationship,No,12.9,5.1,Average,No,16,8036,70,21,18,3057,5935,No,2022,Public
201,Instagram,64,Female,United States,Rural,High,Part-time,In a relationship,No,5,6.7,Very poor,Yes,19,8056,117,39,24,844,458,No,2023,Public
202,Instagram,25,Female,India,Urban,Low,Full-time employed,Married,Yes,7.1,7.4,Excellent,No,22,8043,123,40,34,588,1380,No,2025,Private
203,Instagram,53,Male,United States,Urban,Upper-middle,Full-time employed,Single,No,6,5,Good,No,40,8002,228,62,39,3395,8002,No,2016,Friends only
204,Instagram,15,Female,Brazil,Urban,Middle,Student,In a relationship,No,7.3,6.2,Average,No,7,7946,56,19,14,1869,1752,No,2025,Public
205,Instagram,51,Male,United Kingdom,Rural,Low,Part-time,Single,No,2.1,6.4,Average,Yes,16,7984,139,46,28,846,1660,No,2017,Private
206,Instagram,18,Female,United Kingdom,Urban,Middle,Full-time employed,In a relationship,Yes,5.6,7.1,Average,No,25,7975,153,37,34,20581,10000,No,2020,Private
207,Instagram,20,Female,United States,Urban,Low,Freelancer,In a relationship,No,6.9,5.7,Average,No,27,8188,231,57,40,1799,2346,Yes,2014,Public
208,Instagram,39,Female,India,Urban,Middle,Full-time employed,Married,No,6.1,8.6,Very poor,No,40,7954,203,65,54,1001,2164,Yes,2018,Public
209,Instagram,21,Male,South Korea,Rural,Upper-middle,Full-time employed,Single,No,5.7,8.1,Excellent,No,27,8220,144,37,45,351,682,No,2025,Friends only
210,Instagram,49,Female,Germany,Urban,Lower-middle,Full-time employed,Single,Yes,7.1,7.8,Excellent,No,8,8207,102,27,18,1426,785,No,2017,Friends only
211,Instagram,45,Female,Canada,Rural,Lower-middle,Full-time employed,Single,No,9.1,7.5,Average,No,11,8038,111,30,22,1367,2719,No,2013,Private
212,Instagram,63,Male,United Kingdom,Urban,High,Full-time employed,Single,No,2.8,7.3,Good,No,23,7977,101,23,32,1148,580,No,2023,Private
213,Instagram,54,Female,United Kingdom,Urban,High,Unemployed,Married,No,8.5,6.8,Excellent,Yes,9,7915,26,10,12,569,557,No,2018,Private
214,Instagram,56,Female,Australia,Suburban,High,Full-time employed,Single,No,4.1,6.7,Poor,Former,35,7797,143,38,40,5173,4869,No,2019,Friends only
215,Instagram,36,Male,United States,Urban,High,Full-time employed,Single,No,6.4,7.4,Poor,No,28,7954,153,35,34,9152,10000,No,2016,Private
216,Instagram,27,Female,United States,Rural,Middle,Freelancer,In a relationship,No,6.9,7.2,Average,No,31,7939,148,38,44,117,234,No,2015,Public
217,Instagram,44,Female,Brazil,Suburban,Lower-middle,Full-time employed,Single,No,12.4,7,Average,No,32,7966,139,40,27,424,380,No,2022,Public
218,Instagram,44,Non-binary,United States,Urban,Lower-middle,Part-time,Single,No,11.8,6.7,Poor,No,38,8048,215,55,56,3420,6315,No,2010,Private
219,Instagram,36,Male,South Korea,Urban,Low,Unemployed,Single,No,5,6.8,Average,No,29,7991,176,66,32,3651,4139,No,2017,Private
220,Instagram,53,Male,United Kingdom,Suburban,Middle,Full-time employed,Widowed,No,3.8,6.6,Poor,No,29,8023,150,35,40,1435,975,Yes,2020,Private
221,Instagram,64,Male,Canada,Suburban,Middle,Student,Single,No,1.5,5.6,Poor,No,0,8015,25,6,13,5037,4535,No,2011,Private
222,Instagram,61,Female,Brazil,Rural,Middle,Full-time employed,Single,No,11.1,8.7,Poor,Yes,24,8162,133,34,39,3036,2484,No,2024,Private
223,Instagram,61,Male,Japan,Urban,Upper-middle,Full-time employed,Married,No,8.2,6,Very poor,Former,20,8109,147,48,37,1700,1266,No,2024,Friends only
224,Instagram,64,Male,Brazil,Suburban,Upper-middle,Freelancer,Divorced,No,13.8,6.6,Very poor,No,7,8029,26,8,15,9896,10000,Yes,2024,Public
225,Instagram,24,Female,Japan,Suburban,Lower-middle,Full-time employed,Married,No,11.3,5.9,Excellent,Former,14,7964,97,13,31,11685,8034,No,2011,Public
226,Instagram,51,Male,India,Urban,Low,Part-time,Married,No,0.9,7.6,Average,Former,38,8073,207,50,69,7890,10000,No,2014,Friends only
227,Instagram,14,Male,United States,Urban,Lower-middle,Freelancer,Married,No,10.1,8.8,Average,No,17,7872,90,22,27,1841,3989,No,2014,Friends only
228,Instagram,15,Female,Other,Urban,Low,Full-time employed,Single,No,9.7,6.6,Poor,Yes,24,7838,215,48,36,689,576,No,2022,Friends only
229,Instagram,61,Male,Other,Urban,Low,Full-time employed,Single,Yes,9.6,7.1,Average,Yes,28,8002,118,29,35,5557,5203,Yes,2011,Public
230,Instagram,49,Male,Other,Urban,Middle,Full-time employed,In a relationship,Yes,7.3,5.7,Average,Yes,0,7878,48,13,15,440,402,No,2024,Friends only
231,Instagram,61,Female,United Kingdom,Suburban,Low,Full-time employed,Divorced,No,9.3,6.9,Good,No,28,7963,94,35,22,306,312,No,2018,Private
232,Instagram,29,Female,United States,Suburban,Low,Full-time employed,Married,No,7.8,7.7,Average,No,30,8126,154,45,32,2448,3278,No,2018,Friends only
233,Instagram,61,Female,United Kingdom,Rural,Lower-middle,Part-time,Single,No,10.6,7.9,Good,No,6,7989,23,6,8,735,1657,No,2016,Private
234,Instagram,14,Male,Brazil,Urban,Low,Full-time employed,Married,No,14.1,6.3,Very poor,No,9,7932,57,18,18,2152,5212,No,2016,Friends only
235,Instagram,14,Female,Brazil,Suburban,Low,Full-time employed,Married,Yes,10,6.6,Excellent,No,15,7975,169,51,31,1099,2708,No,2025,Private
236,Instagram,40,Female,Brazil,Rural,Lower-middle,Part-time,Single,No,4.8,7,Good,No,37,7870,194,53,38,13344,10000,No,2023,Public
237,Instagram,35,Male,United States,Urban,Low,Student,In a relationship,No,11,8.4,Good,No,28,7876,132,38,41,4979,9574,Yes,2018,Public
238,Instagram,49,Male,Canada,Urban,Low,Full-time employed,Single,No,0.6,7.3,Poor,No,5,8091,10,5,9,976,2414,No,2022,Friends only
239,Instagram,44,Male,Other,Suburban,Middle,Full-time employed,Divorced,Yes,5.2,7.3,Excellent,Yes,30,8072,170,53,34,4052,8241,No,2015,Private
240,Instagram,45,Male,United States,Urban,Middle,Full-time employed,Single,No,2.9,7.5,Average,No,13,8042,108,37,27,814,1962,No,2015,Private
241,Instagram,13,Female,India,Urban,Middle,Student,Single,Yes,9.9,6.7,Poor,No,25,7975,177,44,36,8153,3473,No,2018,Public
242,Instagram,31,Female,Japan,Urban,Upper-middle,Part-time,Single,No,7,7,Average,No,2,8006,51,19,16,675,502,No,2025,Friends only
243,Instagram,14,Non-binary,United States,Suburban,Upper-middle,Student,Married,Yes,1.4,6.5,Excellent,Yes,38,8148,186,48,40,415,402,No,2024,Private
244,Instagram,65,Female,Japan,Urban,Middle,Unemployed,In a relationship,No,4.6,7.2,Good,No,11,7842,52,5,11,1902,3116,No,2016,Private
245,Instagram,56,Female,United Kingdom,Urban,Lower-middle,Full-time employed,In a relationship,No,2.7,5.8,Very poor,No,6,8173,25,5,17,1548,2464,No,2016,Private
246,Instagram,38,Female,United States,Rural,Middle,Full-time employed,In a relationship,Yes,6.6,7.5,Average,Yes,18,7945,122,40,23,4942,10000,No,2012,Private
247,Instagram,44,Male,India,Urban,Middle,Retired,Single,No,8.5,6.1,Average,No,31,7897,199,50,34,3055,5857,No,2025,Public
248,Instagram,18,Male,United States,Suburban,Low,Full-time employed,Single,No,6.6,8.1,Very poor,No,11,7899,99,21,25,383,604,No,2021,Public
249,Instagram,44,Female,United Kingdom,Suburban,Upper-middle,Full-time employed,Married,No,7.3,6.1,Average,Yes,31,8051,220,53,38,4614,5116,No,2013,Public
250,Instagram,16,Female,United States,Suburban,Upper-middle,Student,Divorced,Yes,4.9,6,Average,Yes,33,7836,179,55,39,2325,4011,No,2018,Public
251,Instagram,23,Female,United States,Urban,Middle,Full-time employed,Divorced,No,2.7,7.6,Average,Former,26,8086,110,37,26,1236,1823,No,2010,Private
252,Instagram,29,Female,United States,Rural,Lower-middle,Part-time,In a relationship,Yes,4.2,6.6,Good,No,9,8086,55,21,19,237,128,No,2012,Public
253,Instagram,50,Male,Australia,Urban,Low,Full-time employed,Single,No,0.8,7.1,Poor,No,4,8011,43,13,16,115,248,No,2022,Friends only
254,Instagram,36,Female,India,Urban,Lower-middle,Part-time,In a relationship,No,4.2,8,Very poor,No,15,8044,102,41,35,279,358,No,2025,Friends only
255,Instagram,17,Female,India,Rural,Lower-middle,Full-time employed,In a relationship,No,3.7,5.6,Poor,No,0,7985,28,2,10,147,229,Yes,2019,Friends only
256,Instagram,64,Female,United States,Urban,Low,Full-time employed,Married,Yes,7.6,6.9,Good,Former,18,8047,161,50,33,539,410,No,2022,Friends only
257,Instagram,46,Female,United States,Rural,Lower-middle,Student,Divorced,Yes,10,5.6,Good,Yes,24,8073,144,36,41,2267,3853,No,2016,Friends only
258,Instagram,18,Female,United States,Rural,Low,Unemployed,Married,No,9.5,7.4,Average,No,29,7930,193,65,38,7559,10000,Yes,2013,Public
259,Instagram,34,Male,South Korea,Urban,Low,Full-time employed,Single,No,3.7,7.2,Very poor,No,9,7989,96,27,23,1102,1644,No,2025,Private
260,Instagram,23,Male,United Kingdom,Urban,Middle,Full-time employed,Single,No,3.9,8.9,Average,No,18,8018,89,36,15,391,439,No,2011,Private
261,Instagram,60,Female,Germany,Urban,Upper-middle,Full-time employed,In a relationship,Yes,5.4,6,Excellent,No,37,8072,208,52,54,450,585,No,2016,Public
262,Instagram,28,Male,United Kingdom,Urban,Middle,Part-time,Single,Yes,9.6,6.7,Good,No,14,7913,120,28,34,307,349,No,2024,Public
263,Instagram,45,Male,United States,Urban,Middle,Full-time employed,Single,No,6.6,8,Average,Yes,25,7940,131,41,25,1879,1721,No,2016,Friends only
264,Instagram,21,Female,United States,Urban,Middle,Retired,Single,No,12.7,7.9,Very poor,No,0,8014,57,15,15,619,626,No,2024,Private
265,Instagram,18,Female,India,Suburban,Middle,Student,In a relationship,No,3.4,5.7,Average,No,9,7954,85,22,23,952,2307,No,2023,Friends only
266,Instagram,28,Male,Brazil,Urban,Lower-middle,Student,Single,No,9.3,6.8,Very poor,No,2,8101,83,21,17,2318,5260,No,2017,Friends only
267,Instagram,41,Male,United States,Rural,Upper-middle,Part-time,Married,No,9.9,7.2,Average,Yes,7,7973,46,14,12,2480,4886,No,2019,Public
268,Instagram,15,Female,India,Urban,Upper-middle,Unemployed,Single,No,1,7.3,Poor,No,31,8009,159,48,41,1282,2995,No,2023,Private
269,Instagram,32,Male,United States,Suburban,Lower-middle,Freelancer,Single,Yes,14.7,6.5,Excellent,No,26,8057,99,27,27,799,554,No,2010,Friends only
270,Instagram,48,Male,Germany,Rural,Low,Full-time employed,Married,No,4.2,7.7,Excellent,No,26,7844,194,51,28,8670,6152,No,2011,Friends only
271,Instagram,31,Male,United Kingdom,Urban,Lower-middle,Student,Married,No,12.4,8.3,Good,No,29,8041,166,70,45,1145,719,Yes,2024,Friends only
272,Instagram,38,Male,India,Urban,Middle,Part-time,Married,No,11.9,7.5,Average,No,32,8053,191,58,31,4200,9390,No,2017,Private
273,Instagram,15,Female,Canada,Urban,Middle,Student,Single,Yes,7.5,9.4,Good,No,3,8134,102,36,24,1615,3308,No,2017,Private
274,Instagram,31,Male,United States,Urban,Lower-middle,Student,In a relationship,No,3.5,6.2,Poor,No,36,7914,183,62,49,318,424,Yes,2016,Public
275,Instagram,32,Female,South Korea,Suburban,High,Full-time employed,Married,Yes,4.2,7,Good,No,22,8006,112,17,20,4567,5905,Yes,2015,Friends only
276,Instagram,44,Male,United States,Urban,Upper-middle,Full-time employed,In a relationship,No,8.8,5.4,Excellent,No,18,7937,134,33,28,2673,1318,No,2013,Private
277,Instagram,19,Male,United States,Urban,Low,Student,In a relationship,No,8.5,7.7,Average,No,36,7849,146,54,31,2255,2854,Yes,2017,Public
278,Instagram,64,Male,Australia,Rural,Middle,Full-time employed,Single,No,5.9,7.9,Average,No,34,8089,203,47,43,6023,10000,Yes,2015,Friends only
279,Instagram,53,Male,Brazil,Rural,Lower-middle,Freelancer,Single,No,9.4,8.6,Excellent,No,28,8012,207,69,54,11776,10000,No,2013,Private
280,Instagram,45,Female,India,Urban,Middle,Full-time employed,Single,Yes,13,5.2,Good,Yes,3,7929,24,7,7,2273,3922,No,2025,Public
281,Instagram,52,Male,South Korea,Urban,Upper-middle,Student,Single,No,8.7,7,Very poor,No,33,8177,154,36,38,17563,10000,Yes,2021,Friends only
282,Instagram,51,Male,Japan,Suburban,Upper-middle,Student,Single,No,13.3,7.1,Average,No,32,8086,171,68,44,86,185,Yes,2023,Public
283,Instagram,30,Female,United States,Rural,Lower-middle,Unemployed,Single,No,1.6,6.6,Good,No,36,8036,225,59,41,3177,4678,No,2016,Friends only
284,Instagram,52,Male,South Korea,Rural,Low,Retired,Single,Yes,6.5,8.4,Average,No,37,8043,150,34,36,124,100,Yes,2018,Friends only
285,Instagram,13,Male,Other,Suburban,Upper-middle,Full-time employed,Married,Yes,4,7.1,Excellent,No,25,7977,171,47,41,408,677,No,2022,Public
286,Instagram,23,Male,India,Urban,Middle,Freelancer,Single,Yes,8,8.2,Good,No,3,7967,62,18,17,719,708,No,2013,Public
287,Instagram,40,Male,Japan,Rural,Low,Student,In a relationship,No,6.8,7,Excellent,No,38,7973,167,47,29,2671,5535,No,2017,Public
288,Instagram,37,Male,Other,Rural,Lower-middle,Full-time employed,In a relationship,No,16.5,6.9,Poor,No,12,8202,47,5,19,1863,4004,No,2015,Private
289,Instagram,62,Male,Canada,Suburban,Upper-middle,Full-time employed,Single,No,2.1,7,Poor,No,8,8144,27,7,9,1695,4224,No,2023,Public
290,Instagram,35,Male,South Korea,Suburban,Middle,Student,Married,Yes,14.2,7.6,Average,Yes,11,8097,59,18,17,5846,8159,No,2018,Private
291,Instagram,43,Non-binary,India,Rural,Lower-middle,Full-time employed,Divorced,No,2.3,7.4,Average,Yes,11,7928,77,21,23,458,858,Yes,2020,Public
292,Instagram,42,Female,South Korea,Urban,Upper-middle,Full-time employed,Single,Yes,9.4,6,Excellent,Yes,33,7879,140,33,35,656,905,No,2011,Friends only
293,Instagram,54,Male,Germany,Rural,Low,Full-time employed,In a relationship,Yes,16.4,7.4,Average,No,0,8138,69,18,15,1209,1078,No,2019,Private
294,Instagram,47,Male,South Korea,Suburban,Upper-middle,Freelancer,Divorced,No,0.9,6,Average,No,19,8070,112,29,32,737,554,No,2020,Friends only
295,Instagram,19,Male,United States,Rural,Lower-middle,Freelancer,Single,No,4,9,Average,Yes,21,8003,97,32,26,3303,7221,No,2011,Friends only
296,Instagram,28,Female,Brazil,Suburban,Middle,Part-time,Married,No,10.3,7,Poor,Former,19,8057,97,33,16,199,376,No,2017,Private
297,Instagram,38,Male,Other,Rural,High,Unemployed,In a relationship,No,4.7,5.9,Poor,No,6,7971,129,30,28,573,1300,No,2018,Friends only
298,Instagram,60,Male,Canada,Suburban,Low,Full-time employed,Divorced,No,17.1,6.6,Good,No,2,8162,97,32,31,812,1085,No,2020,Friends only
299,Instagram,64,Female,Other,Urban,High,Freelancer,Single,No,4.2,7.5,Poor,No,33,7952,156,55,30,364,829,Yes,2013,Public
300,Instagram,61,Male,Germany,Urban,High,Full-time employed,Divorced,No,4.4,7.4,Poor,Yes,5,7909,39,6,9,1518,1158,No,2021,Public
301,Instagram,14,Non-binary,United States,Rural,Lower-middle,Student,Single,Yes,10.6,7.4,Average,No,22,7967,126,38,20,509,604,No,2017,Friends only
302,Instagram,13,Female,United Kingdom,Urban,Upper-middle,Student,In a relationship,No,12,7.7,Good,Yes,26,8139,219,59,40,639,1162,No,2018,Friends only
303,Instagram,60,Male,Germany,Urban,Low,Student,Married,No,1.1,6.7,Average,Former,9,8035,27,7,8,1828,3665,No,2010,Private
304,Instagram,24,Male,India,Urban,Middle,Student,Married,No,13,6.8,Very poor,No,4,8084,21,1,18,1272,1734,No,2022,Private
305,Instagram,17,Female,Brazil,Rural,Middle,Unemployed,In a relationship,No,8.4,6.6,Good,No,8,7924,101,35,25,1072,862,No,2017,Private
306,Instagram,49,Female,Brazil,Suburban,Middle,Freelancer,Single,Yes,10.8,7.1,Good,No,6,8142,74,15,22,2191,1315,No,2017,Private
307,Instagram,44,Male,South Korea,Suburban,Low,Full-time employed,Single,No,10.1,7.2,Average,No,39,8055,192,68,33,2657,4847,No,2023,Friends only
308,Instagram,21,Female,India,Rural,High,Student,In a relationship,No,9.5,9.4,Poor,No,28,8098,195,50,48,6341,10000,No,2018,Public
309,Instagram,53,Male,India,Rural,High,Full-time employed,Married,No,4.5,6.5,Poor,No,10,8016,33,4,8,2482,5794,No,2015,Friends only
310,Instagram,47,Male,Australia,Urban,Lower-middle,Full-time employed,Single,No,3,7.4,Very poor,Former,23,8032,135,36,35,1149,502,No,2014,Public
311,Instagram,31,Male,United States,Suburban,Low,Freelancer,Single,No,7.2,6.8,Average,No,22,7930,151,43,34,901,450,No,2025,Private
312,Instagram,60,Female,Canada,Suburban,Upper-middle,Full-time employed,Divorced,No,5.8,8.1,Good,Former,4,8033,91,23,25,14627,10000,Yes,2024,Private
313,Instagram,28,Male,Other,Urban,Low,Full-time employed,Married,Yes,6.3,5.9,Average,No,10,7957,99,30,25,93,138,No,2015,Friends only
314,Instagram,15,Male,Brazil,Suburban,Low,Full-time employed,Married,No,13.1,8,Good,Yes,17,8045,184,40,38,6318,2661,No,2012,Private
315,Instagram,32,Male,Japan,Urban,Low,Full-time employed,Married,No,8.6,6.8,Excellent,No,8,8044,87,31,28,1172,2478,Yes,2013,Friends only
316,Instagram,36,Female,United States,Urban,Low,Student,Single,Yes,1.3,6.3,Poor,No,9,8144,30,13,17,733,1372,No,2024,Public
317,Instagram,45,Female,Japan,Urban,Low,Full-time employed,Single,No,13.4,6.5,Excellent,No,10,8083,84,27,30,328,634,No,2010,Friends only
318,Instagram,36,Male,Germany,Suburban,Middle,Unemployed,Married,No,10.2,7.4,Good,No,35,7728,143,44,47,403,936,No,2010,Public
319,Instagram,64,Male,India,Urban,Low,Part-time,In a relationship,No,11.2,5.4,Poor,Yes,9,8044,73,16,26,1024,2503,No,2011,Public
320,Instagram,23,Female,Brazil,Urban,Middle,Full-time employed,In a relationship,Yes,10.6,7.4,Average,No,30,7999,128,32,40,417,294,No,2022,Friends only
321,Instagram,61,Female,United States,Suburban,Middle,Full-time employed,In a relationship,No,9.3,7.3,Excellent,No,5,8001,86,30,22,1349,835,No,2013,Public
322,Instagram,20,Female,Other,Urban,Lower-middle,Full-time employed,Divorced,No,5.8,6.6,Average,Yes,11,8125,134,44,36,885,469,Yes,2017,Public
323,Instagram,48,Male,Japan,Urban,Lower-middle,Part-time,Single,No,8.1,5.8,Good,Yes,36,7931,119,39,32,866,777,Yes,2012,Private
324,Instagram,50,Female,South Korea,Rural,Low,Freelancer,In a relationship,No,4.8,6.9,Good,Yes,5,7989,54,17,16,3520,7966,No,2020,Friends only
325,Instagram,52,Male,India,Rural,Lower-middle,Unemployed,Single,Yes,3.7,6.3,Excellent,No,5,7956,36,13,16,2199,3641,No,2015,Friends only
326,Instagram,32,Male,India,Urban,Lower-middle,Unemployed,In a relationship,No,15.2,4.7,Good,Former,23,7999,96,26,33,102,177,Yes,2015,Private
327,Instagram,47,Male,Other,Urban,Middle,Part-time,Married,No,9.1,6.3,Excellent,No,21,7950,132,36,32,2579,4572,No,2012,Friends only
328,Instagram,60,Male,Canada,Rural,Lower-middle,Student,Single,No,7,5.5,Excellent,No,14,7876,112,33,32,2458,1831,No,2024,Private
329,Instagram,37,Female,Japan,Suburban,Middle,Student,Married,No,5.1,5.9,Excellent,Yes,38,7862,197,53,38,197,370,No,2017,Private
330,Instagram,47,Female,India,Suburban,Lower-middle,Student,Single,No,2.8,7.1,Poor,No,13,8254,63,18,29,2750,5829,Yes,2024,Friends only
331,Instagram,37,Female,Brazil,Urban,Lower-middle,Full-time employed,In a relationship,No,10.4,7,Good,No,29,8054,165,44,33,937,892,Yes,2015,Private
332,Instagram,41,Non-binary,United Kingdom,Suburban,High,Freelancer,Single,Yes,5.2,6.9,Poor,No,2,8069,30,7,14,430,343,No,2016,Friends only
333,Instagram,30,Female,India,Urban,Middle,Full-time employed,Single,No,3,5.3,Poor,No,22,8045,116,35,29,458,187,No,2024,Private
334,Instagram,58,Female,United States,Suburban,Lower-middle,Student,Single,No,14.9,6.8,Average,No,14,7979,70,23,20,1268,2426,No,2022,Friends only
335,Instagram,30,Female,United States,Urban,Middle,Full-time employed,Single,No,6.5,5,Good,No,12,8017,118,38,32,1920,4628,No,2014,Private
336,Instagram,14,Female,Brazil,Rural,Low,Full-time employed,Single,No,12.2,8.4,Average,No,6,8022,140,40,37,757,1244,No,2024,Friends only
337,Instagram,47,Female,United States,Rural,Lower-middle,Student,Married,Yes,5.5,6.4,Average,No,6,8141,67,21,23,3388,6629,Yes,2010,Private
338,Instagram,28,Male,United States,Suburban,Low,Full-time employed,Married,Yes,2.3,7,Good,No,32,8009,204,60,56,1622,2113,Yes,2016,Friends only
339,Instagram,53,Male,India,Rural,Middle,Full-time employed,Single,No,5.4,7.5,Poor,No,34,7873,230,56,53,603,927,Yes,2013,Public
340,Instagram,48,Male,Brazil,Urban,Middle,Full-time employed,Married,No,9,6.7,Good,No,26,8141,181,44,55,3107,3750,No,2015,Private
341,Instagram,45,Male,India,Urban,Upper-middle,Full-time employed,Single,Yes,9.7,8,Average,No,15,7900,88,16,23,608,851,No,2021,Public
342,Instagram,16,Female,United States,Suburban,Middle,Part-time,In a relationship,No,9.6,7.9,Average,No,13,7833,75,17,22,5144,6287,Yes,2016,Private
343,Instagram,45,Male,Canada,Suburban,Middle,Student,Married,No,5.8,6.7,Poor,Former,13,7946,89,33,21,943,735,Yes,2016,Friends only
344,Instagram,26,Female,South Korea,Rural,Low,Full-time employed,In a relationship,No,5.9,4.5,Good,No,40,8022,179,47,34,1299,2782,No,2012,Private
345,Instagram,33,Male,Germany,Suburban,Low,Student,In a relationship,No,6.3,5.3,Poor,No,6,8193,38,16,16,5732,8819,No,2018,Friends only
346,Instagram,60,Female,Other,Suburban,Upper-middle,Full-time employed,Divorced,No,3.4,8.4,Poor,No,4,7965,22,7,9,819,832,No,2012,Private
347,Instagram,32,Female,United States,Suburban,Middle,Unemployed,Single,No,5.2,7.9,Good,Former,39,7955,240,75,67,1806,3475,No,2012,Public
348,Instagram,20,Female,Australia,Suburban,Low,Student,Divorced,No,13.8,8,Average,No,28,7876,169,62,32,4482,10000,Yes,2021,Public
349,Instagram,19,Male,Canada,Suburban,High,Full-time employed,In a relationship,Yes,9.4,6.3,Poor,Yes,13,8042,94,39,18,745,1266,Yes,2017,Private
350,Instagram,15,Female,Brazil,Suburban,Middle,Unemployed,In a relationship,No,4.5,8.6,Average,Yes,33,8006,190,66,41,6169,8736,Yes,2020,Public
351,Instagram,29,Male,United States,Suburban,Lower-middle,Full-time employed,In a relationship,No,3.6,8.3,Excellent,Former,36,7980,274,69,40,1158,1962,No,2012,Private
352,Instagram,45,Female,Australia,Suburban,Upper-middle,Student,Single,No,9.9,6.6,Average,Yes,9,7961,51,18,19,300,427,No,2010,Friends only
353,Instagram,60,Female,Brazil,Urban,Lower-middle,Full-time employed,In a relationship,No,2,6.4,Very poor,No,17,7891,109,27,15,2697,1461,No,2023,Public
354,Instagram,24,Male,Brazil,Suburban,Middle,Unemployed,Single,No,6.3,6.2,Good,No,9,7920,83,18,31,2736,1932,No,2019,Private
355,Instagram,63,Male,United States,Suburban,Upper-middle,Full-time employed,In a relationship,Yes,12.4,7.7,Average,No,22,7995,103,34,31,327,445,No,2011,Friends only
356,Instagram,34,Male,United Kingdom,Suburban,Upper-middle,Freelancer,Single,No,4.7,6.5,Average,No,12,7922,69,23,21,804,396,No,2016,Friends only
357,Instagram,34,Female,United States,Rural,High,Full-time employed,In a relationship,No,3.3,5.7,Average,No,38,7833,196,55,39,636,1406,No,2023,Public
358,Instagram,58,Female,Other,Suburban,Middle,Freelancer,Married,No,3.2,8.5,Average,No,20,7984,85,24,22,395,331,No,2011,Private
359,Instagram,42,Female,Australia,Rural,Lower-middle,Full-time employed,Single,Yes,5.9,7,Good,No,33,8041,180,48,42,5030,2077,Yes,2024,Public
360,Instagram,50,Male,Other,Urban,Low,Full-time employed,Married,No,2.8,4.6,Poor,No,1,8151,26,8,9,3211,7588,No,2013,Friends only
361,Instagram,50,Male,India,Suburban,Middle,Full-time employed,Single,No,11.1,7.3,Poor,No,22,8051,104,32,23,924,2190,No,2019,Private
